発注先企業コード,発注先企業名,発注先業態コード,発注先業態,納品先組織コード,納品先組織名,納品先部門コード,納品先部門名,納品書番号,発注番号,行番号,分納番号,検収状態区分値,検収状態名称,状態区分値,状態名称,発注区分値,発注区分名称,自社商品コード,自社商品名,発注数,出荷数,単位,納品日,出荷日,検収日,単価(外税),金額(外税),作成日,作成時間,勘定科目コード,勘定科目名,入数,発注日,発注締切日,商品分類コード,商品分類名,請求先コード,請求先名,発注部門コード,発注部門名,請求先部門コード,請求先部門名,ログインID,発注者氏名,消費税率,出荷時変更前単位名称,出荷時変更前単価(外税),出荷時変更前金額(外税),適用税率区分
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23628248","H0001173805","9","1","1","検収済","'0","通常","'0","Web発注","10268","クッキングペーパー90枚×2R入×6ｾｯﾄ","1","1","Ｃ","2019/09/12","2019/09/11","2019/10/01","2166","2166","2019/09/12","'09:05:00","","連携時作成","6","2019/09/11","2019/09/11 09:00:00","'010","ｷｯﾁﾝ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","当山","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23628248","H0001173805","10","1","1","検収済","'0","通常","'0","Web発注","20088","クリーンカツプ　６０ＢＬ本体100個入","5","5","袋","2019/09/12","2019/09/11","2019/10/01","263","1315","2019/09/12","'09:05:00","","連携時作成","100","2019/09/11","2019/09/11 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","当山","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23628249","H0001173805","11","1","1","検収済","'0","通常","'0","Web発注","20312","Ｄカップホルダー　４個用","2","2","袋","2019/09/12","2019/09/11","2019/10/01","920","1840","2019/09/12","'09:05:00","","連携時作成","50","2019/09/11","2019/09/11 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","当山","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23628249","H0001173805","12","1","1","検収済","'0","通常","'0","Web発注","20348","紙コップ５オンス白100個入　別単位ｱﾘ","15","15","袋","2019/09/12","2019/09/11","2019/10/01","148","2220","2019/09/12","'09:05:00","","連携時作成","100","2019/09/11","2019/09/11 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","当山","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23628249","H0001173805","13","1","1","検収済","'0","通常","'0","Web発注","20532","ｸﾗﾌﾄ無地厚手ﾜｯｸｽﾍﾟｰﾊﾟｰ22X30CM 250枚","10","10","袋","2019/09/12","2019/09/11","2019/10/01","1438","14380","2019/09/12","'09:05:00","","連携時作成","1","2019/09/11","2019/09/11 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","当山","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23628249","H0001173805","14","1","1","検収済","'0","通常","'0","Web発注","20542","ＪＳ　バーガーＢＯＸ　本体 １００枚","1","1","Ｃ","2019/09/12","2019/09/11","2019/10/01","4419","4419","2019/09/12","'09:05:00","","連携時作成","100","2019/09/11","2019/09/11 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","当山","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23628249","H0001173805","15","1","1","検収済","'0","通常","'0","Web発注","20585","トイレットペーパーダブル12R入×8袋","1","1","Ｃ","2019/09/12","2019/09/11","2019/10/01","2375","2375","2019/09/12","'09:05:00","","連携時作成","8","2019/09/11","2019/09/11 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","当山","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23628249","H0001173805","16","1","1","検収済","'0","通常","'0","Web発注","20587","新JSバーガー袋（BITE INTO IT)","1","1","Ｃ","2019/09/12","2019/09/11","2019/10/01","15435","15435","2019/09/12","'09:05:00","","連携時作成","4000","2019/09/11","2019/09/11 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","当山","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23628249","H0001173805","17","1","1","検収済","'0","通常","'0","Web発注","20594","フォーク＃１６０　黒　バラ500本入","3","3","箱","2019/09/12","2019/09/11","2019/10/01","2045","6135","2019/09/12","'09:05:00","","連携時作成","500","2019/09/11","2019/09/11 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","当山","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23628249","H0001173805","18","1","1","検収済","'0","通常","'0","Web発注","20595","ナイフ＃１６０　黒　バラ　500本入","1","1","箱","2019/09/12","2019/09/11","2019/10/01","2250","2250","2019/09/12","'09:05:00","","連携時作成","500","2019/09/11","2019/09/11 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","当山","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23628249","H0001173805","19","1","1","検収済","'0","通常","'0","Web発注","20659","ＳＭＴ－４００白無地　５０個(M)12OZ","3","3","袋","2019/09/12","2019/09/11","2019/10/01","425","1275","2019/09/12","'09:05:00","","連携時作成","50","2019/09/11","2019/09/11 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","当山","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23628249","H0001173805","20","1","1","検収済","'0","通常","'0","Web発注","30034","バイオガード除菌コート剤　５Ｌ","1","1","本","2019/09/12","2019/09/11","2019/10/01","1705","1705","2019/09/12","'09:05:00","","連携時作成","1","2019/09/11","2019/09/11 09:00:00","'030","洗剤","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","当山","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23628250","H0001173805","21","1","1","検収済","'0","通常","'0","Web発注","30050","花王パワークリーナー　４．５Ｌ","1","1","個","2019/09/12","2019/09/11","2019/10/01","1737","1737","2019/09/12","'09:05:00","","連携時作成","1","2019/09/11","2019/09/11 09:00:00","'030","洗剤","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","当山","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23628250","H0001173805","22","1","1","検収済","'0","通常","'0","Web発注","30051","除菌・漂白剤　ＫＢ６　４．５ｋｇ","1","1","本","2019/09/12","2019/09/11","2019/10/01","733","733","2019/09/12","'09:05:00","","連携時作成","1","2019/09/11","2019/09/11 09:00:00","'030","洗剤","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","当山","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23644370","H0001178830","1","1","1","検収済","'0","通常","'0","Web発注","10015","WジッパーフリーザーバッグM　15枚入","6","6","本","2019/09/17","2019/09/16","2019/10/01","94","564","2019/09/17","'09:13:00","","連携時作成","1","2019/09/16","2019/09/16 09:00:00","'010","ｷｯﾁﾝ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23644370","H0001178830","2","1","1","検収済","'0","通常","'0","Web発注","10097","ニトリル手袋ブルー　Ｓ　粉無　１００枚","5","5","箱","2019/09/17","2019/09/16","2019/10/01","460","2300","2019/09/17","'09:13:00","","連携時作成","100","2019/09/16","2019/09/16 09:00:00","'010","ｷｯﾁﾝ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23644370","H0001178830","3","1","1","検収済","'0","通常","'0","Web発注","10098","ニトリル手袋ブルー　Ｍ　粉無　１００枚","5","5","箱","2019/09/17","2019/09/16","2019/10/01","460","2300","2019/09/17","'09:13:00","","連携時作成","100","2019/09/16","2019/09/16 09:00:00","'010","ｷｯﾁﾝ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23644370","H0001178830","4","1","1","検収済","'0","通常","'0","Web発注","10268","クッキングペーパー90枚×2R入×6ｾｯﾄ","1","1","Ｃ","2019/09/17","2019/09/16","2019/10/01","2166","2166","2019/09/17","'09:13:00","","連携時作成","6","2019/09/16","2019/09/16 09:00:00","'010","ｷｯﾁﾝ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23644370","H0001178830","5","1","1","検収済","'0","通常","'0","Web発注","20001","4つ折りナフキン未晒","1","1","Ｃ","2019/09/17","2019/09/16","2019/10/01","5600","5600","2019/09/17","'09:13:00","","連携時作成","10000","2019/09/16","2019/09/16 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23644370","H0001178830","6","1","1","検収済","'0","通常","'0","Web発注","20029","ﾌﾚｯｸｽｽﾄﾛｰ黒　裸6ΦX210mm 500本","5","5","箱","2019/09/17","2019/09/16","2019/10/01","399","1995","2019/09/17","'09:13:00","","連携時作成","500","2019/09/16","2019/09/16 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23644370","H0001178830","7","1","1","検収済","'0","通常","'0","Web発注","20088","クリーンカツプ　６０ＢＬ本体100個入","8","8","袋","2019/09/17","2019/09/16","2019/10/01","263","2104","2019/09/17","'09:13:00","","連携時作成","100","2019/09/16","2019/09/16 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23644370","H0001178830","8","1","1","検収済","'0","通常","'0","Web発注","20180","ﾄｲﾚｯﾄﾍﾟｰﾊﾟｰ ﾀﾞﾌﾞﾙ 12R入　別単位あり","6","6","袋","2019/09/17","2019/09/16","2019/10/01","300","1800","2019/09/17","'09:13:00","","連携時作成","1","2019/09/16","2019/09/16 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23644370","H0001178830","9","1","1","検収済","'0","通常","'0","Web発注","20312","Ｄカップホルダー　４個用","2","2","袋","2019/09/17","2019/09/16","2019/10/01","920","1840","2019/09/17","'09:13:00","","連携時作成","50","2019/09/16","2019/09/16 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23644370","H0001178830","10","1","1","検収済","'0","通常","'0","Web発注","20316","おしぼり　平185*203MM","3","3","Ｃ","2019/09/17","2019/09/16","2019/10/01","4500","13500","2019/09/17","'09:13:00","","連携時作成","2000","2019/09/16","2019/09/16 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23644371","H0001178830","11","1","1","検収済","'0","通常","'0","Web発注","20348","紙コップ５オンス白100個入　別単位ｱﾘ","10","10","袋","2019/09/17","2019/09/16","2019/10/01","148","1480","2019/09/17","'09:13:00","","連携時作成","100","2019/09/16","2019/09/16 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23644371","H0001178830","12","1","1","検収済","'0","通常","'0","Web発注","20536","新JSﾊﾞｰｶﾞｰ袋(BITE INTO IT)別単位ｱﾘ","10","10","袋","2019/09/17","2019/09/16","2019/10/01","386","3860","2019/09/17","'09:13:00","","連携時作成","100","2019/09/16","2019/09/16 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23644371","H0001178830","13","1","1","検収済","'0","通常","'0","Web発注","20594","フォーク＃１６０　黒　バラ500本入","4","4","箱","2019/09/17","2019/09/16","2019/10/01","2045","8180","2019/09/17","'09:13:00","","連携時作成","500","2019/09/16","2019/09/16 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23644371","H0001178830","14","1","1","検収済","'0","通常","'0","Web発注","20595","ナイフ＃１６０　黒　バラ　500本入","1","1","箱","2019/09/17","2019/09/16","2019/10/01","2250","2250","2019/09/17","'09:13:00","","連携時作成","500","2019/09/16","2019/09/16 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23658908","H0001179891","1","1","1","検収済","'0","通常","'0","Web発注","10001","ペーパータオルレギユラー２５０枚/束","8","8","束","2019/09/19","2019/09/18","2019/10/01","88","704","2019/09/19","'09:41:00","","連携時作成","1","2019/09/18","2019/09/18 09:00:00","'010","ｷｯﾁﾝ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23658908","H0001179891","2","1","1","検収済","'0","通常","'0","Web発注","10026","OZクッキングシート33×35M","3","3","本","2019/09/19","2019/09/18","2019/10/01","497","1491","2019/09/19","'09:41:00","","連携時作成","1","2019/09/18","2019/09/18 09:00:00","'010","ｷｯﾁﾝ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23658908","H0001179891","3","1","1","検収済","'0","通常","'0","Web発注","10097","ニトリル手袋ブルー　Ｓ　粉無　１００枚","5","5","箱","2019/09/19","2019/09/18","2019/10/01","460","2300","2019/09/19","'09:41:00","","連携時作成","100","2019/09/18","2019/09/18 09:00:00","'010","ｷｯﾁﾝ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23658908","H0001179891","4","1","1","検収済","'0","通常","'0","Web発注","10098","ニトリル手袋ブルー　Ｍ　粉無　１００枚","5","5","箱","2019/09/19","2019/09/18","2019/10/01","460","2300","2019/09/19","'09:41:00","","連携時作成","100","2019/09/18","2019/09/18 09:00:00","'010","ｷｯﾁﾝ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23658908","H0001179891","5","1","1","検収済","'0","通常","'0","Web発注","10157","ハイラップＳVC30CMX100M 別単位あり","5","5","本","2019/09/19","2019/09/18","2019/10/01","175","875","2019/09/19","'09:41:00","","連携時作成","1","2019/09/18","2019/09/18 09:00:00","'010","ｷｯﾁﾝ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23658908","H0001179891","6","1","1","検収済","'0","通常","'0","Web発注","10268","クッキングペーパー90枚×2R入×6ｾｯﾄ","1","1","Ｃ","2019/09/19","2019/09/18","2019/10/01","2166","2166","2019/09/19","'09:41:00","","連携時作成","6","2019/09/18","2019/09/18 09:00:00","'010","ｷｯﾁﾝ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23658908","H0001179891","7","1","1","検収済","'0","通常","'0","Web発注","20316","おしぼり　平185*203MM","2","2","Ｃ","2019/09/19","2019/09/18","2019/10/01","4500","9000","2019/09/19","'09:41:00","","連携時作成","2000","2019/09/18","2019/09/18 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23658908","H0001179891","8","1","1","検収済","'0","通常","'0","Web発注","20348","紙コップ５オンス白100個入　別単位ｱﾘ","10","10","袋","2019/09/19","2019/09/18","2019/10/01","148","1480","2019/09/19","'09:41:00","","連携時作成","100","2019/09/18","2019/09/18 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23658908","H0001179891","9","1","1","検収済","'0","通常","'0","Web発注","20357","食材管理シール30X54MM (2500枚／袋)","1","1","袋","2019/09/19","2019/09/18","2019/10/01","2275","2275","2019/09/19","'09:41:00","","連携時作成","1","2019/09/18","2019/09/18 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23658908","H0001179891","10","1","1","検収済","'0","通常","'0","Web発注","20532","ｸﾗﾌﾄ無地厚手ﾜｯｸｽﾍﾟｰﾊﾟｰ22X30CM 250枚","8","8","袋","2019/09/19","2019/09/18","2019/10/01","1438","11504","2019/09/19","'09:41:00","","連携時作成","1","2019/09/18","2019/09/18 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23658909","H0001179891","11","1","1","検収済","'0","通常","'0","Web発注","20542","ＪＳ　バーガーＢＯＸ　本体 １００枚","1","1","Ｃ","2019/09/19","2019/09/18","2019/10/01","4419","4419","2019/09/19","'09:41:00","","連携時作成","100","2019/09/18","2019/09/18 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23658909","H0001179891","12","1","1","検収済","'0","通常","'0","Web発注","20585","トイレットペーパーダブル12R入×8袋","1","1","Ｃ","2019/09/19","2019/09/18","2019/10/01","2375","2375","2019/09/19","'09:41:00","","連携時作成","8","2019/09/18","2019/09/18 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23658909","H0001179891","13","1","1","検収済","'0","通常","'0","Web発注","20594","フォーク＃１６０　黒　バラ500本入","3","3","箱","2019/09/19","2019/09/18","2019/10/01","2045","6135","2019/09/19","'09:41:00","","連携時作成","500","2019/09/18","2019/09/18 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23658909","H0001179891","14","1","1","検収済","'0","通常","'0","Web発注","20659","ＳＭＴ－４００白無地　５０個(M)12OZ","5","5","袋","2019/09/19","2019/09/18","2019/10/01","425","2125","2019/09/19","'09:41:00","","連携時作成","50","2019/09/18","2019/09/18 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23658909","H0001179891","15","1","1","検収済","'0","通常","'0","Web発注","20884","JSB未晒ショッパー 240X140XH300MM 200ﾏｲ","1","1","包","2019/09/19","2019/09/18","2019/10/01","4960","4960","2019/09/19","'09:41:00","","連携時作成","200","2019/09/18","2019/09/18 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23658909","H0001179891","16","1","1","検収済","'0","通常","'0","Web発注","30047","花王 グリドル用クリーナー２Ｌ","1","1","本","2019/09/19","2019/09/18","2019/10/01","2980","2980","2019/09/19","'09:41:00","","連携時作成","1","2019/09/18","2019/09/18 09:00:00","'030","洗剤","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23669228","H0001182930","1","1","1","検収済","'0","通常","'0","Web発注","10017","カウンタークロス　厚手　グリーン80枚","2","2","袋","2019/09/21","2019/09/20","2019/10/01","1280","2560","2019/09/21","10:44:00","","連携時作成","80","2019/09/20","2019/09/20 09:00:00","'010","ｷｯﾁﾝ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23669228","H0001182930","2","1","1","検収済","'0","通常","'0","Web発注","10268","クッキングペーパー90枚×2R入×6ｾｯﾄ","1","1","Ｃ","2019/09/21","2019/09/20","2019/10/01","2166","2166","2019/09/21","10:44:00","","連携時作成","6","2019/09/20","2019/09/20 09:00:00","'010","ｷｯﾁﾝ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23669228","H0001182930","3","1","1","検収済","'0","通常","'0","Web発注","10293","トパック規格袋１５号   　　","1","1","Ｃ","2019/09/21","2019/09/20","2019/10/01","7440","7440","2019/09/21","10:44:00","","連携時作成","3000","2019/09/20","2019/09/20 09:00:00","'010","ｷｯﾁﾝ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23669228","H0001182930","4","1","1","検収済","'0","通常","'0","Web発注","20001","4つ折りナフキン未晒","1","1","Ｃ","2019/09/21","2019/09/20","2019/10/01","5600","5600","2019/09/21","10:44:00","","連携時作成","10000","2019/09/20","2019/09/20 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23669228","H0001182930","5","1","1","検収済","'0","通常","'0","Web発注","20029","ﾌﾚｯｸｽｽﾄﾛｰ黒　裸6ΦX210mm 500本","5","5","箱","2019/09/21","2019/09/20","2019/10/01","399","1995","2019/09/21","10:44:00","","連携時作成","500","2019/09/20","2019/09/20 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23669228","H0001182930","6","1","1","検収済","'0","通常","'0","Web発注","20036","ウッドマドラー　16cm　200本入","1","1","袋","2019/09/21","2019/09/20","2019/10/01","145","145","2019/09/21","10:44:00","","連携時作成","200","2019/09/20","2019/09/20 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23669228","H0001182930","7","1","1","検収済","'0","通常","'0","Web発注","20316","おしぼり　平185*203MM","1","1","Ｃ","2019/09/21","2019/09/20","2019/10/01","4500","4500","2019/09/21","10:44:00","","連携時作成","2000","2019/09/20","2019/09/20 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
"'000001","オザックス株式会社","1334","オザックス（株）","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","23669228","H0001182930","8","1","1","検収済","'0","通常","'0","Web発注","20348","紙コップ５オンス白100個入　別単位ｱﾘ","8","8","袋","2019/09/21","2019/09/20","2019/10/01","148","1184","2019/09/21","10:44:00","","連携時作成","100","2019/09/20","2019/09/20 09:00:00","'020","ﾎｰﾙ","601","J.S. BURGERS CAFE新宿店","'0000000000","調達","'0000000000","調達","601","山口","'0.08","","","","'0"
